time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
13.539999999999992,-0.41904918140811986,-0.7575104813929769,0.9631399445077771,1.2211372267284535,1.147214325055882,-0.3718938221194571,1.1405618442378214,-0.3774037271042365,0.19173183907023764
13.559999999999992,-0.41390102104527327,-0.7630194967980535,0.9626811427351418,1.1763994564910956,1.147214325055882,-0.3718938221194571,1.1395930783856936,-0.37882656778834695,0.19173183907023764
13.579999999999991,-0.40815239404822745,-0.7636071171635712,0.9620629009244499,1.1278112036123242,1.147214325055882,-0.3718938221194571,1.1384714052728677,-0.38038784331834014,0.19173183907023764
13.599999999999993,-0.40167065362961757,-0.7596984823662299,0.9612350535879408,1.0766370164516026,1.147214325055882,-0.3718938221194571,1.1371745234762645,-0.38211935310359924,0.19173183907023764
13.619999999999992,-0.3942973467393079,-0.7518586471974162,0.9601293131742016,1.024336107875553,1.147214325055882,-0.3718938221194571,1.135675411382573,-0.3840577929828887,0.19173183907023764
13.639999999999992,-0.3858382066003415,-0.7407830422668,0.9586519367738545,0.9725969561668747,1.147214325055882,-0.3718938221194571,1.1339405200855976,-0.38624664809562614,0.19173183907023764
13.659999999999991,-0.37604859586186584,-0.7272858475950352,0.956672500205976,0.9233734121899065,1.147214325055882,-0.3718938221194571,1.1319274178341794,-0.38873895929126673,0.19173183907023764
13.679999999999993,-0.3646163439498715,-0.7122787322347373,0.9540073589516165,0.8788990129744476,1.147214325055882,-0.3718938221194571,1.1295823767184627,-0.39160026055738795,0.19173183907023764
13.699999999999992,-0.3511467081797307,-0.6967238610044555,0.9503969828503839,0.8416351228572742,1.147214325055882,-0.3718938221194571,1.12683900919564,-0.3949103171446322,0.19173183907023764
13.719999999999992,-0.33515859394919423,-0.681538799477059,0.9454785971343275,0.8140897345662395,1.147214325055882,-0.3718938221194571,1.123619891761268,-0.3987613710076824,0.19173183907023764
13.739999999999991,-0.31610686198630294,-0.6674396801809017,0.9387609302838018,0.7984553989952197,1.147214325055882,-0.3718938221194571,1.119843943648046,-0.4032496623134924,0.19173183907023764
13.759999999999993,-0.29345084546839234,-0.6547490805891374,0.9296180001569398,0.7960949930769046,1.147214325055882,-0.3718938221194571,1.1154426489043416,-0.40845663820975014,0.19173183907023764
13.779999999999992,-0.2667897839794488,-0.6432601419562681,0.9173336267999109,0.8070459740093089,1.147214325055882,-0.3718938221194571,1.110387103923049,-0.41441755223342697,0.19173183907023764
13.799999999999992,-0.2360729117590701,-0.632281950928997,0.9012406939135463,0.8298087592512385,1.147214325055882,-0.3718938221194571,1.1047240050841967,-0.4210796549763798,0.19173183907023764
13.819999999999991,-0.18822532832179356,-0.6255688616820896,0.8722650909828316,0.8454003909244895,1.147214325055882,-0.3718938221194571,1.0986105337800232,-0.4282616594571636,0.19173183907023764
13.839999999999991,-0.14949684271864488,-0.6110789100429052,0.8454996609369109,0.8721792832935402,1.0438343016421194,-0.4920937188902814,1.0923245789258207,-0.435641878736131,0.19173183907023764
13.85999999999999,-0.11404923781499526,-0.5950339543879667,0.8209538279834881,0.894619178395541,1.0438343016421199,-0.49209371889028086,1.086208540531728,-0.44282358844464814,0.19173183907023764
13.87999999999999,-0.08774959902613183,-0.578553390171726,0.8066019533673667,0.9124206853609411,1.0438343016421199,-0.49209371889028086,1.0805402487892894,-0.4494851328955506,0.19173183907023764
13.899999999999991,-0.07209855250781161,-0.5625823500945172,0.8047769842354928,0.9259951104703548,1.0438343016421199,-0.49209371889028086,1.0754767658582793,-0.4554452918109135,0.19173183907023764
13.919999999999991,-0.06750995718589103,-0.5477342672583005,0.816308599917918,0.9360918350563472,1.0438343016421199,-0.49209371889028086,1.0710646049836672,-0.4606514251304332,0.19173183907023764
